run_name,csv_path,n_rows,missing_columns,bad_threshold_order_count,violation_mismatch_count,near_miss_mismatch_count,overlap_count,null_clearance_count,null_tau_near_miss_count,null_tau_violation_count,contexts_present,tau_near_miss_unique_global,tau_violation_unique_global,tau_varies_by_context,near_miss_rate,violation_rate,shield_used_rate,clearance_min,clearance_mean,passed_basic_checks
final_sanity_run,runs\final_sanity_run\train_monitor.csv,2000,[],0,0,0,0,0,0,0,16,16,15,1,0.1025,0.0545,0.0615,-13.416933059692385,595.3020786164943,True
