time/fps,time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,lilac/cp_kl,plugin/constraint/s_uncert,lilac/risk,plugin/constraint/unsafe,plugin/constraint/s_env,lilac/s_env,plugin/constraint/risk,lilac/cp_delta,lilac/cp_flag,lilac/cp_cooldown,lilac/s_uncert,lilac/kl,lilac/dec_loss,lilac/beta,lilac/loss
1,33,45,1.6239539090909092,2.696969696969697,89,4.243518829345703,1.6160838603973389,0.5201900638386433,1.0,0.0,0.0,0.5201900638386433,0.004318511113524437,1.0,2.0,1.6160838603973389,,,,
1,34,46,1.5761905588235294,2.6470588235294117,90,3.959955930709839,0.5175930857658386,0.5064695524906976,0.0,0.0,0.0,0.5064695524906976,0.005230114329606295,0.0,1.0,0.5175930857658386,,,,
1,35,48,1.5583674285714286,2.6285714285714286,92,103.93138885498047,0.592468798160553,0.5074053184412766,1.0,0.0,0.0,0.5074053184412766,0.0008100013365037739,1.0,2.0,0.592468798160553,,,,
1,36,54,1.59479725,2.6666666666666665,96,76.49755096435547,0.6748905181884766,0.5084353310548241,1.0,0.0,0.0,0.5084353310548241,0.0007391655817627907,1.0,2.0,0.6748905181884766,,,,
1,37,56,1.5774346486486488,2.6486486486486487,98,56.10090637207031,0.7640827894210815,0.5095498733478893,1.0,0.0,0.0,0.5095498733478893,0.0004944315296597779,1.0,2.0,0.7640827894210815,,,,
1,38,58,1.560985868421053,2.6315789473684212,100,41.40850830078125,0.8587248921394348,0.5107324124166708,1.0,0.0,0.0,0.5107324124166708,0.001158738392405212,1.0,2.0,0.8587248921394348,,,,
1,39,60,1.5454620256410259,2.6153846153846154,102,30.606718063354492,0.9566497206687927,0.5119558420678086,1.0,0.0,0.0,0.5119558420678086,0.001759505714289844,1.0,2.0,0.9566497206687927,,,,
1,40,62,1.5068254749999999,2.575,103,22.98470687866211,1.0554182529449463,0.5131896674555338,1.0,0.0,0.0,0.5131896674555338,0.001839158241637051,1.0,2.0,1.0554182529449463,,,,
1,41,64,1.49330243902439,2.5609756097560976,105,17.326311111450195,1.151682734489441,0.5143920574762644,1.0,0.0,0.0,0.5143920574762644,0.0037152289878576994,1.0,2.0,1.151682734489441,,,,
1,42,65,1.4577476190476188,2.5238095238095237,106,13.387870788574219,1.242798924446106,0.5155299896203751,1.0,0.0,0.0,0.5155299896203751,0.0023325576912611723,1.0,2.0,1.242798924446106,,,,
1,43,68,1.4459949069767442,2.511627906976744,108,10.486528396606445,1.3258320093154907,0.5165668335429362,1.0,0.0,0.0,0.5165668335429362,0.0024608438834547997,1.0,2.0,1.3258320093154907,,,,
1,44,69,1.4131313863636363,2.477272727272727,109,8.460808753967285,1.3993182182312012,0.5174843458204682,1.0,0.0,0.0,0.5174843458204682,0.002710658358410001,1.0,2.0,1.3993182182312012,,,,
1,45,73,1.445502711111111,2.511111111111111,113,6.895581245422363,1.4611538648605347,0.5182563038929293,1.0,0.0,0.0,0.5182563038929293,0.005717933643609285,1.0,2.0,1.4611538648605347,,,,
1,46,75,1.4348516956521737,2.5,115,5.918549537658691,1.5132365226745605,0.5189064379013245,1.0,0.0,0.0,0.5189064379013245,0.0034108771942555904,1.0,2.0,1.5132365226745605,,,,
1,47,77,1.4246539148936168,2.4893617021276597,117,5.194119930267334,1.5560036897659302,0.5194402413421101,1.0,0.0,0.0,0.5194402413421101,0.0019676017109304667,1.0,2.0,1.5560036897659302,,,,
1,48,79,1.4148148958333333,2.4791666666666665,119,4.628937721252441,1.5897632837295532,0.519861584414028,1.0,0.0,0.0,0.519861584414028,0.002271967474371195,1.0,2.0,1.5897632837295532,,,,
1,49,80,1.405377469387755,2.4693877551020407,121,4.237464904785156,1.6162598133087158,0.5201922596633849,1.0,0.0,0.0,0.5201922596633849,0.003897392423823476,1.0,2.0,1.6162598133087158,,,,
1,50,81,1.37726992,2.44,122,3.9586668014526367,0.5176365375518799,0.5064700955470814,0.0,0.0,0.0,0.5064700955470814,0.005005806218832731,0.0,1.0,0.5176365375518799,,,,
1,51,82,1.3502646274509804,2.411764705882353,123,104.16970825195312,0.5925359129905701,0.5074061571926062,1.0,0.0,0.0,0.5074061571926062,0.0003662231029011309,1.0,2.0,0.5925359129905701,,,,
1,52,84,1.37948725,2.4423076923076925,127,76.24484252929688,0.6749292016029358,0.5084358144598714,1.0,0.0,0.0,0.5084358144598714,0.0006469071377068758,1.0,2.0,0.6749292016029358,,,,
1,53,85,1.353459188679245,2.4150943396226414,128,56.265724182128906,0.7641761898994446,0.5095510404279101,1.0,0.0,0.0,0.5095510404279101,0.0008512964122928679,1.0,2.0,0.7641761898994446,,,,
1,54,87,1.3993533888888887,2.462962962962963,133,41.510868072509766,0.8588792085647583,0.5107343404830832,1.0,0.0,0.0,0.5107343404830832,0.002025179099291563,1.0,2.0,0.8588792085647583,,,,
1,55,88,1.3912843454545452,2.4545454545454546,135,30.67776107788086,0.956893265247345,0.5119588846339582,1.0,0.0,0.0,0.5119588846339582,0.0009077562717720866,1.0,2.0,0.956893265247345,,,,
1,56,89,1.383503482142857,2.4464285714285716,137,22.968809127807617,1.0556584596633911,0.513192667949633,1.0,0.0,0.0,0.513192667949633,0.001091640442609787,1.0,2.0,1.0556584596633911,,,,
1,57,90,1.3759399298245614,2.43859649122807,139,17.32339096069336,1.151928424835205,0.5143951260605356,1.0,0.0,0.0,0.5143951260605356,0.0012961641186848283,1.0,2.0,1.151928424835205,,,,
1,58,90,1.3522168275862068,2.413793103448276,140,13.380083084106445,1.2430270910263062,0.5155328389506554,1.0,0.0,0.0,0.5155328389506554,0.0025004995986819267,1.0,2.0,1.2430270910263062,,,,
1,59,91,1.3454399491525424,2.406779661016949,142,10.427996635437012,1.3257081508636475,0.5165652870118388,1.0,0.0,0.0,0.5165652870118388,0.00330770923756063,1.0,2.0,1.3257081508636475,,,,
1,60,92,1.3389418833333333,2.4,144,8.455787658691406,1.3991466760635376,0.5174822041650934,1.0,0.0,0.0,0.5174822041650934,0.0019472677959129214,1.0,2.0,1.3991466760635376,,,,
1,61,93,1.3326048196721312,2.3934426229508197,146,6.955342769622803,1.461669683456421,0.5182627430264188,1.0,0.0,0.0,0.5182627430264188,0.002069175010547042,1.0,2.0,1.461669683456421,,,,
1,62,94,1.311111193548387,2.370967741935484,147,5.943532943725586,1.5141034126281738,0.5189172585232379,1.0,0.0,0.0,0.5189172585232379,0.003979365807026625,1.0,2.0,1.5141034126281738,,,,
1,63,95,1.2902999047619048,2.3492063492063493,148,5.17958927154541,1.5566401481628418,0.5194481850405437,1.0,0.0,0.0,0.5194481850405437,0.00347056332975626,1.0,2.0,1.5566401481628418,,,,
1,64,96,1.285019921875,2.34375,150,4.624959468841553,1.590330958366394,0.5198686691461075,1.0,0.0,0.0,0.5198686691461075,0.0017984671285375953,1.0,2.0,1.590330958366394,,,,
1,65,97,1.2652503846153846,2.3230769230769233,151,4.240838050842285,1.6168897151947021,0.5202001205905485,1.0,0.0,0.0,0.5202001205905485,0.004407848697155714,1.0,2.0,1.6168897151947021,,,,
1,66,108,1.2605580454545455,2.3181818181818183,153,3.922125816345215,0.5175688862800598,0.5064692500477666,0.0,0.0,0.0,0.5064692500477666,0.0050809504464268684,0.0,1.0,0.5175688862800598,,,,
1,67,112,1.2845771940298507,2.343283582089552,157,103.82255554199219,0.5924310088157654,0.507404846178076,1.0,0.0,0.0,0.507404846178076,0.0006766424630768597,1.0,2.0,0.5924310088157654,,,,
1,68,121,1.3078898970588233,2.3676470588235294,161,76.09703063964844,0.6747836470603943,0.5084339955458826,1.0,0.0,0.0,0.5084339955458826,0.0009389504557475448,1.0,2.0,0.6747836470603943,,,,
1,69,124,1.3027375942028985,2.36231884057971,163,56.12220001220703,0.7639679908752441,0.5095484388894695,1.0,0.0,0.0,0.5095484388894695,0.0007903086952865124,1.0,2.0,0.7639679908752441,,,,
1,70,126,1.297777857142857,2.357142857142857,165,41.419822692871094,0.858604907989502,0.5107309133057167,1.0,0.0,0.0,0.5107309133057167,0.0008912869961932302,1.0,2.0,0.858604907989502,,,,
1,71,128,1.2794992957746478,2.3380281690140845,166,30.751554489135742,0.9566590189933777,0.5119559582304092,1.0,0.0,0.0,0.5119559582304092,0.0015662856167182326,1.0,2.0,0.9566590189933777,,,,
1,72,132,1.2617284722222224,2.3194444444444446,167,22.970735549926758,1.0554043054580688,0.5131894932332667,1.0,0.0,0.0,0.5131894932332667,0.0014351605204865336,1.0,2.0,1.0554043054580688,,,,
1,73,137,1.283800904109589,2.3424657534246576,171,17.41398048400879,1.1518816947937012,0.5143945424191664,1.0,0.0,0.0,0.5143945424191664,0.00423797219991684,1.0,2.0,1.1518816947937012,,,,
1,74,150,1.3052338783783783,2.364864864864865,175,13.312366485595703,1.2426859140396118,0.5155285783529658,1.0,0.0,0.0,0.5155285783529658,0.0031798372510820627,1.0,2.0,1.2426859140396118,,,,
1,75,154,1.3005291733333333,2.36,177,10.480030059814453,1.325670838356018,0.516564821117423,1.0,0.0,0.0,0.516564821117423,0.0017077571246773005,1.0,2.0,1.325670838356018,,,,
1,76,163,1.2959482763157895,2.3552631578947367,179,8.43398380279541,1.3989167213439941,0.517479333244546,1.0,0.0,0.0,0.517479333244546,0.0019745815079659224,1.0,2.0,1.3989167213439941,,,,
1,77,167,1.2914863636363636,2.3506493506493507,181,6.9727582931518555,1.461613416671753,0.5182620406299012,1.0,0.0,0.0,0.5182620406299012,0.0016901536146178842,1.0,2.0,1.461613416671753,,,,
1,78,171,1.287138858974359,2.3461538461538463,183,5.941512584686279,1.5140466690063477,0.5189165502432482,1.0,0.0,0.0,0.5189165502432482,0.0030021530110388994,1.0,2.0,1.5140466690063477,,,,
1,79,179,1.3071730632911391,2.367088607594937,187,5.144202709197998,1.555985689163208,0.5194400166747142,1.0,0.0,0.0,0.5194400166747142,0.004723774269223213,1.0,2.0,1.555985689163208,,,,
1,80,185,1.30277785,2.3625,189,4.642075538635254,1.5899852514266968,0.5198643546315126,1.0,0.0,0.0,0.5198643546315126,0.003227552166208625,1.0,2.0,1.5899852514266968,,,,
0,81,191,1.298451962962963,2.3580246913580245,191,4.232024192810059,1.6163804531097412,0.520193765201307,1.0,0.0,0.0,0.520193765201307,0.0034774683881551027,1.0,2.0,1.6163804531097412,,,,
0,82,203,1.3410206097560975,2.402439024390244,197,3.992197036743164,0.5178930759429932,0.506473301739742,0.0,0.0,0.0,0.506473301739742,0.009461327455937862,0.0,1.0,0.5178930759429932,,,,
0,83,206,1.3363382048192771,2.397590361445783,199,104.06243896484375,0.5928201079368591,0.5074097088496399,1.0,0.0,0.0,0.5074097088496399,0.0005482605774886906,1.0,2.0,0.5928201079368591,,,,
0,84,208,1.3204294166666668,2.380952380952381,200,76.50907135009766,0.6752926707267761,0.5084403565299459,1.0,0.0,0.0,0.5084403565299459,0.0009745990391820669,1.0,2.0,0.6752926707267761,18.676908493041992,0.0038216959219425917,0.0008,0.0187632218003273
0,85,211,1.3161367882352941,2.376470588235294,202,55.33464813232422,0.7643052935600281,0.5095526536347109,1.0,0.0,0.0,0.5095526536347109,0.02187550626695156,1.0,2.0,0.7643052935600281,,,,
0,86,213,1.3008328720930233,2.36046511627907,203,41.330711364746094,0.8589280247688293,0.5107349504043732,1.0,0.0,0.0,0.5107349504043732,0.0016161776147782803,1.0,2.0,0.8589280247688293,,,,
0,87,219,1.318867448275862,2.3793103448275863,207,29.708532333374023,0.9559363126754761,0.5119469295628962,1.0,0.0,0.0,0.5119469295628962,0.004054583143442869,1.0,2.0,0.9559363126754761,,,,
0,88,222,1.3147028295454546,2.375,209,22.708280563354492,1.0541521310806274,0.5131738519322212,1.0,0.0,0.0,0.5131738519322212,0.002079816535115242,1.0,2.0,1.0541521310806274,,,,
0,89,225,1.3214040449438202,2.3820224719101124,212,17.135456085205078,1.149777889251709,0.5143682666058551,1.0,0.0,0.0,0.5143682666058551,0.0019389186054468155,1.0,2.0,1.149777889251709,,,,
0,90,231,1.3386089,2.4,216,12.880233764648438,1.2385247945785522,0.5154766143619444,1.0,0.0,0.0,0.5154766143619444,0.004013396799564362,1.0,2.0,1.2385247945785522,,,,
0,91,233,1.3343995274725275,2.3956043956043955,218,10.46389102935791,1.3211194276809692,0.516507990713828,1.0,0.0,0.0,0.516507990713828,0.0028965724632143974,1.0,2.0,1.3211194276809692,,,,
0,92,235,1.3198951847826088,2.380434782608696,219,8.53193473815918,1.3949335813522339,0.5174296046695603,1.0,0.0,0.0,0.5174296046695603,0.004349580500274897,1.0,2.0,1.3949335813522339,,,,
0,93,235,1.3159775591397849,2.3763440860215055,221,6.916080474853516,1.4568318128585815,0.5182023500556586,1.0,0.0,0.0,0.5182023500556586,0.0027247020043432713,1.0,2.0,1.4568318128585815,,,,
0,94,235,1.3019777978723404,2.3617021276595747,222,5.99220085144043,1.5097640752792358,0.5188630942286181,1.0,0.0,0.0,0.5188630942286181,0.004412926733493805,1.0,2.0,1.5097640752792358,,,,
0,95,237,1.2982978315789475,2.357894736842105,224,5.101432800292969,1.5508710145950317,0.5193761795710155,1.0,0.0,0.0,0.5193761795710155,0.004178195260465145,1.0,2.0,1.5508710145950317,,,,
0,96,238,1.2847738958333332,2.34375,225,4.684048652648926,1.585559368133545,0.519809118168798,1.0,0.0,0.0,0.519809118168798,0.004562515765428543,1.0,2.0,1.585559368133545,,,,
0,97,243,1.3011147938144327,2.3608247422680413,229,4.066864967346191,1.6081377267837524,0.5200908983318772,1.0,0.0,0.0,0.5200908983318772,0.011210122145712376,1.0,2.0,1.6081377267837524,,,,
0,98,244,1.2878381122448979,2.3469387755102042,230,4.025150299072266,1.6302059888839722,0.5203663000886318,1.0,0.0,0.0,0.5203663000886318,0.005925417877733707,1.0,2.0,1.6302059888839722,,,,
0,99,246,1.2844817272727271,2.3434343434343434,232,3.7146263122558594,0.5202400088310242,0.5065026334612768,0.0,0.0,0.0,0.5065026334612768,0.004913925658911467,0.0,1.0,0.5202400088310242,,,,
0,100,251,1.3098908799999998,2.37,237,100.25541687011719,0.595191240310669,0.5074393414690392,1.0,0.0,0.0,0.5074393414690392,0.001109196455217898,1.0,2.0,0.595191240310669,,,,
0,101,255,1.30992263,2.37,241,74.59515380859375,0.6776868104934692,0.5084702747188852,1.0,0.0,0.0,0.5084702747188852,0.0007520016515627503,1.0,2.0,0.6776868104934692,,,,
0,102,258,1.31944644,2.38,243,55.031463623046875,0.7669234871864319,0.5095853690681562,1.0,0.0,0.0,0.5095853690681562,0.0006093453266657889,1.0,2.0,0.7669234871864319,,,,
0,103,259,1.3098908800000002,2.37,244,40.97324752807617,0.8616729974746704,0.5107692466961942,1.0,0.0,0.0,0.5107692466961942,0.0015429991763085127,1.0,2.0,0.8616729974746704,,,,
0,104,261,1.30036707,2.36,245,30.118377685546875,0.9594393372535706,0.5119906922792543,1.0,0.0,0.0,0.5119906922792543,0.0018448435002937913,1.0,2.0,0.9594393372535706,,,,
0,105,264,1.3098908800000002,2.37,247,22.421463012695312,1.0575374364852905,0.5132161387793331,1.0,0.0,0.0,0.5132161387793331,0.0012344400165602565,1.0,2.0,1.0575374364852905,,,,
0,106,269,1.31944643,2.38,251,16.841421127319336,1.1526317596435547,0.5144039104539523,1.0,0.0,0.0,0.5144039104539523,0.0029972773045301437,1.0,2.0,1.1526317596435547,,,,
0,107,270,1.31944643,2.38,252,13.307430267333984,1.24347722530365,0.5155384601969825,1.0,0.0,0.0,0.5155384601969825,0.0033347855787724257,1.0,2.0,1.24347722530365,,,,
0,108,273,1.3193829400000001,2.38,254,10.245940208435059,1.325043797492981,0.5165569917053601,1.0,0.0,0.0,0.5165569917053601,0.0037557894829660654,1.0,2.0,1.325043797492981,,,,
0,109,274,1.3384940500000002,2.4,258,8.082633972167969,1.395151138305664,0.5174323208263697,1.0,0.0,0.0,0.5174323208263697,0.006246132310479879,1.0,2.0,1.395151138305664,,,,
0,110,275,1.3384623000000002,2.4,260,6.921846866607666,1.4571040868759155,0.5182057489694661,1.0,0.0,0.0,0.5182057489694661,0.002835202729329467,1.0,2.0,1.4571040868759155,,,,
0,111,275,1.32890674,2.39,261,5.988368034362793,1.509986400604248,0.5188658693392499,1.0,0.0,0.0,0.5188658693392499,0.005650655832141638,1.0,2.0,1.509986400604248,,,,
0,112,275,1.32887499,2.39,263,5.0887274742126465,1.5508936643600464,0.5193764622678947,1.0,0.0,0.0,0.5193764622678947,0.003991240169852972,1.0,2.0,1.5508936643600464,,,,
0,113,276,1.3383988000000002,2.4,266,4.577167510986328,1.5835577249526978,0.5197841368518874,1.0,0.0,0.0,0.5197841368518874,0.0032392495777457952,1.0,2.0,1.5835577249526978,,,,
0,114,276,1.31919245,2.38,267,4.296967029571533,1.6111814975738525,0.5201288839205146,1.0,0.0,0.0,0.5201288839205146,0.005499097518622875,1.0,2.0,1.6111814975738525,,,,
0,115,276,1.3096368900000004,2.37,268,3.945558547973633,0.515913188457489,0.5064485572785609,0.0,0.0,0.0,0.5064485572785609,0.004477958660572767,0.0,1.0,0.515913188457489,,,,
0,116,277,1.28090673,2.34,270,104.13806915283203,0.5905612111091614,0.5073814788167975,1.0,0.0,0.0,0.5073814788167975,0.00048794306349009275,1.0,2.0,0.5905612111091614,,,,
0,117,278,1.2617321300000002,2.32,272,76.41461944580078,0.6727071404457092,0.5084080465758324,1.0,0.0,0.0,0.5084080465758324,0.0005252116243354976,1.0,2.0,0.6727071404457092,,,,
0,118,279,1.24258928,2.3,274,56.06282043457031,0.7616000175476074,0.5095188499841821,1.0,0.0,0.0,0.5095188499841821,0.0005379487993195653,1.0,2.0,0.7616000175476074,,,,
0,119,281,1.20414483,2.26,278,40.7236328125,0.8555455207824707,0.5106926885177617,1.0,0.0,0.0,0.5106926885177617,0.002449324354529381,1.0,2.0,0.8555455207824707,,,,
0,120,282,1.14662102,2.2,280,30.576229095458984,0.953076183795929,0.5119111983021011,1.0,0.0,0.0,0.5119111983021011,0.0008512912318110466,1.0,2.0,0.953076183795929,,,,
0,121,283,1.1561448300000001,2.21,282,22.96368980407715,1.0514390468597412,0.5131399618617868,1.0,0.0,0.0,0.5131399618617868,0.0010291686048731208,1.0,2.0,1.0514390468597412,,,,
0,122,283,1.1561448300000001,2.21,283,17.527835845947266,1.1478811502456665,0.5143445769148287,1.0,0.0,0.0,0.5143445769148287,0.002399083459749818,1.0,2.0,1.1478811502456665,,,,
0,123,286,1.14655753,2.2,286,13.074666023254395,1.2373172044754028,0.5154615339340041,1.0,0.0,0.0,0.5154615339340041,0.005340582225471735,1.0,2.0,1.2373172044754028,,,,
0,124,289,1.15611309,2.21,288,10.495172500610352,1.3200360536575317,0.5164944632881581,1.0,0.0,0.0,0.5164944632881581,0.0023911797907203436,1.0,2.0,1.3200360536575317,,,,
0,125,291,1.1656369,2.22,290,8.42347526550293,1.3928816318511963,0.5174039864232102,1.0,0.0,0.0,0.5174039864232102,0.001672995975241065,1.0,2.0,1.3928816318511963,,,,
0,126,293,1.15608134,2.21,291,7.077361583709717,1.4564542770385742,0.5181976371106525,1.0,0.0,0.0,0.5181976371106525,0.0045483470894396305,1.0,2.0,1.4564542770385742,,,,
0,127,295,1.12728769,2.18,293,5.838448524475098,1.5072213411331177,0.518831355213034,1.0,0.0,0.0,0.518831355213034,0.005125490017235279,1.0,2.0,1.5072213411331177,,,,
0,128,297,1.12731944,2.18,295,5.169732093811035,1.5494134426116943,0.5193579872568165,1.0,0.0,0.0,0.5193579872568165,0.002236120868474245,1.0,2.0,1.5494134426116943,,,,
0,129,300,1.1368749900000001,2.19,298,4.601868152618408,1.58253014087677,0.5197713121483455,1.0,0.0,0.0,0.5197713121483455,0.0022729525808244944,1.0,2.0,1.58253014087677,,,,
0,130,302,1.1368749900000001,2.19,300,4.222057819366455,1.6085585355758667,0.5200961499467073,1.0,0.0,0.0,0.5200961499467073,0.0024047994520515203,1.0,2.0,1.6085585355758667,,,,
